01;1.3322997916767599E-4
02;9.114717838718106E-5
03;8.757393260849063E-5
04;7.674428803227645E-5
05;1.2019375232875395E-4
06;1.649230130212827E-4
07;1.9835647492207425E-4
08;5.330237847057709E-5
09;2.0169875170883664E-4
10;1.0153694876124922E-4
11;9.728529798044566E-5
12;1.1024462702501973E-4
13;1.3413901333504934E-4
14;8.201802692321622E-5
15;1.2265173041149655E-4
16;1.0342554007524208E-4
17;1.623340523471725E-4
18;1.1948160237539595E-4
19;1.0193939702846658E-4
21;2.63462318831802E-4
22;7.449559274460989E-5
23;5.950177183053895E-5
24;1.302878244166828E-4
25;2.3507866915882934E-4
26;1.8504564459233277E-4
27;1.5303909017595502E-4
28;9.928989339207373E-5
29;9.785976773571287E-5
30;1.0179380825178643E-4
31;1.4431513110939087E-4
32;2.1295061152986933E-4
33;2.0348387318655745E-4
34;1.5312379600241046E-4
35;1.0886489723010458E-4
36;4.43495288715433E-5
37;1.8523399155631363E-4
38;8.895516921104614E-5
39;2.328951454300797E-4
40;8.459312469379051E-5
41;1.2689147606509532E-4
42;7.209693377286582E-5
43;6.281964111508558E-5
44;1.0308338686435528E-4
45;9.444609725114634E-5
46;1.1480107270122332E-4
47;5.6189108107844E-5
48;5.5972237770066045E-5
49;9.454016237989103E-5
50;9.278213016173085E-5
51;1.0352113674716736E-4
52;7.339651550042662E-5
53;1.022092147839397E-4
54;1.604248492559606E-4
55;4.7038700021381227E-5
56;1.262543514381431E-4
57;1.2172309644709914E-4
58;1.7629040906720338E-4
59;7.73343729101495E-5
60;9.415124207215503E-5
61;5.2027996538769075E-5
62;8.312386815613485E-5
63;1.0415245045575676E-4
64;9.609080015374527E-5
65;2.4017347386912605E-5
66;1.1123470522803115E-4
67;1.7833696164973767E-4
68;2.162634733294222E-4
69;1.530069973378604E-4
70;1.3747783169963844E-4
71;1.2853685934155595E-4
72;9.106403568622867E-5
73;1.1939608688953937E-4
74;1.0491695594856332E-4
75;1.5193179122565239E-4
76;1.1609381368177944E-4
77;8.274876347018223E-5
78;1.3972318775017035E-4
79;1.3169079002502124E-4
80;9.149918727192481E-5
81;1.2454954580932295E-4
82;8.06004410456134E-5
83;2.5072043433446104E-4
84;1.3627136484386748E-4
85;8.670336064315091E-5
86;1.7252725752805792E-4
87;1.6591628806344967E-4
88;8.264031455513413E-5
89;2.378213621825206E-4
90;9.936406995230525E-5
91;1.1748380105707778E-4
92;1.1645765314944212E-4
93;1.8080435758665838E-4
94;9.192330747828474E-5
95;1.564323606410046E-4
971;1.4036742577370524E-4
972;1.0760324531387866E-5
973;1.0784926986044305E-5
974;1.6136276231534048E-5
976;3.8782989780682195E-5
977;0.0
978;0.0
