01;0.3638901000705177
02;0.3576736809484168
03;0.3390189024965307
04;0.3849000131561637
05;0.3267947932066491
06;0.35502656329455096
07;0.3763492104381875
08;0.34735087179001234
09;0.3854351090293808
10;0.3207204848122101
11;0.3600020341471396
12;0.3808023487907905
13;0.4114519369945429
14;0.33138478384521813
15;0.3782834890328911
16;0.32840625552141556
17;0.3309268607262781
18;0.34298337934646106
19;0.3430611126685186
21;0.3607965041275763
22;0.29908418482596866
23;0.35488178981329666
24;0.32696846290147263
25;0.37357452733570384
26;0.33570780792595506
27;0.30521849989753036
28;0.3508408383008925
29;0.3185037946103537
30;0.35214505282091896
31;0.33660689162114804
32;0.32203757573809483
33;0.3368178752462346
34;0.3730984776530991
35;0.3324146663935495
36;0.34381460532330804
37;0.3481168291918825
38;0.35758604450374787
39;0.35525890177000313
40;0.35517304581070175
41;0.3550128930803359
42;0.38763082820520783
43;0.4166826795163627
44;0.3258433306133787
45;0.32670085615387157
46;0.3640571617501194
47;0.3522226456763703
48;0.3535766259935072
49;0.3748555636408085
50;0.3041789651313157
51;0.32329934625693096
52;0.33518353716157323
53;0.3734874282665816
54;0.34719477789456216
55;0.35743425272610646
56;0.3156166031218557
57;0.3518127317647022
58;0.3658576895672805
59;0.3683135084766713
60;0.342496352932656
61;0.3215083737691271
62;0.3697783572632486
63;0.37014344306452424
64;0.3771349114834159
65;0.3635540184453228
66;0.3791939762128861
67;0.35300487122792457
68;0.3389849420805006
69;0.3618542626565476
70;0.37261647809290754
71;0.37146872921754587
72;0.3269783321961655
73;0.3203242951779387
74;0.32592338325251685
75;0.35881093306902934
76;0.3297762106485198
77;0.33998771306239384
78;0.3228063745841231
79;0.2810640615834022
80;0.36458927629525173
81;0.34796236943055947
82;0.3450827282926892
83;0.37769331009784285
84;0.3761496917447747
85;0.33615310768870776
86;0.33522401864005835
87;0.30658052675348935
88;0.35108215317164826
89;0.3503084397462592
90;0.37409330286168524
91;0.31937211128065635
92;0.35119254671019845
93;0.35736014883760947
94;0.36415871400587535
95;0.37607949831221754
971;0.44806405246372905
972;0.48955172488002235
973;0.48636785228964
974;0.4940672291055393
976;0.4787663130950765
977;0.4682894518960093
978;0.4717579250720461
