01;6.142292344451565E-6
02;6.018904174230423E-6
03;0.0
04;2.5220892987751052E-5
05;1.3735005951835912E-5
06;2.5756419202112962E-5
07;3.993307217104133E-6
08;2.3662590391095293E-6
09;8.77077577511731E-6
10;8.471094507765875E-6
11;1.7324417033366828E-6
12;1.5997001704823324E-5
13;1.750353773426129E-5
14;6.0596092417697526E-6
15;4.201751289937646E-6
16;7.0040763724487655E-6
17;1.0753748129295898E-5
18;0.0
19;7.725069911882703E-6
21;2.751446303730961E-5
22;9.77865046800621E-7
23;1.6390934720370655E-5
24;1.50516723913194E-5
25;1.7444526406028828E-5
26;1.1391943617473723E-5
27;7.336157404593273E-6
28;5.859947260474656E-6
29;2.5767617319961656E-6
30;6.905290488307617E-6
31;7.408765681115612E-6
32;1.2931341044723043E-5
33;2.101288089598924E-5
34;1.5184217090920922E-5
35;3.3904377224621586E-6
36;8.486226853816256E-6
37;1.4058342119797158E-5
38;5.485266573982283E-6
39;1.0054950303408126E-5
40;1.4127406603714943E-5
41;5.554876626190132E-6
42;5.0981131883090064E-6
43;0.0
44;2.13150717166903E-6
45;9.36766394817059E-6
46;1.1017260374586852E-5
47;5.749417392370906E-6
48;0.0
49;3.025469155720141E-6
50;8.332658784765042E-6
51;3.404139433551198E-6
52;3.7229250277357915E-6
53;5.9932156798504095E-6
54;1.152193199755735E-5
55;0.0
56;3.865074874230464E-6
57;6.212646463140369E-6
58;0.0
59;4.236206910300063E-6
60;8.716226602874452E-6
61;2.222429648989461E-6
62;1.2629813432395977E-6
63;4.757066146053347E-6
64;8.011978798523659E-6
65;0.0
66;1.8562715460090162E-5
67;8.345666373641047E-6
68;1.6897871046120514E-5
69;9.29034815407664E-6
70;8.200911394619655E-6
71;5.6294007840629415E-6
72;7.595469627887092E-6
73;7.2364345797368255E-6
74;8.230682998536585E-6
75;1.5290277422263097E-5
76;1.9782980701702326E-6
77;7.940904721288258E-6
78;1.3160584575619403E-5
79;6.479243742670356E-6
80;1.088805123481389E-6
81;4.8965841429019115E-6
82;2.48974226188105E-6
83;2.7864665469869405E-5
84;2.585509862544894E-5
85;3.377961839165103E-6
86;1.8734148028591193E-5
87;9.98721636305529E-6
88;0.0
89;5.739847167002767E-6
90;9.619917076314803E-6
91;1.0744490890206653E-5
92;8.280907303523645E-6
93;1.2655207075345488E-5
94;5.279461072613708E-6
95;1.0957511154746355E-5
971;4.105455466071832E-5
972;2.0610057708161584E-5
973;1.657586774667654E-5
974;8.796312585764048E-7
976;3.5757450064720984E-6
977;0.0
978;0.0
